0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 4.993761694394702189e-02
2.000000000000000042e-02, 9.987523388789404377e-02
2.999999999999999889e-02, 1.502615989446470235e-01
4.000000000000000083e-02, 2.010967121142059333e-01
5.000000000000000278e-02, 2.523805427221557096e-01
5.999999999999999778e-02, 3.041130598198694135e-01
7.000000000000000666e-02, 3.562942321866516826e-01
8.000000000000000167e-02, 4.089240283298144485e-01
8.999999999999999667e-02, 4.620024164847529313e-01
1.000000000000000056e-01, 5.155242047664526650e-01
1.100000000000000006e-01, 5.694807295618402598e-01
1.199999999999999956e-01, 6.238635684909943357e-01
1.300000000000000044e-01, 6.786645946109194361e-01
1.400000000000000133e-01, 7.338759612086248607e-01
1.499999999999999944e-01, 7.894900865279721458e-01
1.600000000000000033e-01, 8.454996396224726540e-01
1.700000000000000122e-01, 9.018975272491571715e-01
1.799999999999999933e-01, 9.586768817070706605e-01
1.900000000000000022e-01, 1.015831049534329455e+00
2.000000000000000111e-01, 1.073353580987096212e+00
2.099999999999999922e-01, 1.131238220232046787e+00
2.200000000000000011e-01, 1.189478896191104473e+00
2.300000000000000100e-01, 1.248069713983534612e+00
2.399999999999999911e-01, 1.307004946916050958e+00
2.500000000000000000e-01, 1.366279028976493004e+00
2.600000000000000089e-01, 1.425886547790969683e+00
2.700000000000000178e-01, 1.485822238008207785e+00
2.800000000000000266e-01, 1.546080975078267139e+00
2.899999999999999800e-01, 1.606657769395813506e+00
2.999999999999999889e-01, 1.667547760780867971e+00
3.099999999999999978e-01, 1.728746213272364329e+00
3.200000000000000067e-01, 1.790248510212026245e+00
3.300000000000000155e-01, 1.852050149598021278e+00
3.400000000000000244e-01, 1.914146739689608134e+00
3.500000000000000333e-01, 1.976533994845557585e+00
3.599999999999999867e-01, 2.039207731580570115e+00
3.699999999999999956e-01, 2.102163864825180806e+00
3.800000000000000044e-01, 2.165398404375823649e+00
3.900000000000000133e-01, 2.228907451522763150e+00
4.000000000000000222e-01, 2.292687195844577808e+00
4.100000000000000311e-01, 2.356733912158740285e+00
4.199999999999999845e-01, 2.421043957618624454e+00
4.299999999999999933e-01, 2.485613768948014002e+00
4.400000000000000022e-01, 2.550439859804821019e+00
4.500000000000000111e-01, 2.615518818266340251e+00
4.600000000000000200e-01, 2.680847304428914946e+00
4.700000000000000289e-01, 2.746422048115392922e+00
4.799999999999999822e-01, 2.812239846684207567e+00
4.899999999999999911e-01, 2.878297562934358123e+00
5.000000000000000000e-01, 2.944592123100947756e+00
5.100000000000000089e-01, 3.011120514936288295e+00
5.200000000000000178e-01, 3.077879785871929119e+00
5.300000000000000266e-01, 3.144867041257264795e+00
5.400000000000000355e-01, 3.212079442670650486e+00
5.500000000000000444e-01, 3.279514206299234402e+00
5.600000000000000533e-01, 3.347168601383934572e+00
5.700000000000000622e-01, 3.415039948726232399e+00
5.799999999999999600e-01, 3.483125619253645500e+00
5.899999999999999689e-01, 3.551423032640942168e+00
5.999999999999999778e-01, 3.619929655984339245e+00
6.099999999999999867e-01, 3.688643002526084569e+00
6.199999999999999956e-01, 3.757560630426985959e+00
6.300000000000000044e-01, 3.826680141584583694e+00
6.400000000000000133e-01, 3.895999180494808201e+00
6.500000000000000222e-01, 3.965515433155074376e+00
6.600000000000000311e-01, 4.035226626006898520e+00
6.700000000000000400e-01, 4.105130524916208223e+00
6.800000000000000488e-01, 4.175224934189643022e+00
6.900000000000000577e-01, 4.245507695625215128e+00
7.000000000000000666e-01, 4.315976687595803440e+00
7.099999999999999645e-01, 4.386629824164029579e+00
7.199999999999999734e-01, 4.457465054227143675e+00
7.299999999999999822e-01, 4.528480360690621431e+00
7.399999999999999911e-01, 4.599673759669240525e+00
7.500000000000000000e-01, 4.671043299714468411e+00
7.600000000000000089e-01, 4.742587061067054854e+00
7.700000000000000178e-01, 4.814303154933783802e+00
7.800000000000000266e-01, 4.886189722787372958e+00
7.900000000000000355e-01, 4.958244935688591148e+00
8.000000000000000444e-01, 5.030466993629681305e+00
8.100000000000000533e-01, 5.102854124898230204e+00
8.200000000000000622e-01, 5.175404585460686491e+00
8.300000000000000711e-01, 5.248116658364730291e+00
8.399999999999999689e-01, 5.320988653159768766e+00
8.499999999999999778e-01, 5.394018905334858616e+00
8.599999999999999867e-01, 5.467205775773373411e+00
8.699999999999999956e-01, 5.540547650223781595e+00
8.800000000000000044e-01, 5.614042938785929415e+00
8.900000000000000133e-01, 5.687690075412245250e+00
9.000000000000000222e-01, 5.761487517423304894e+00
9.100000000000000311e-01, 5.835433745037241771e+00
9.200000000000000400e-01, 5.909527260912478042e+00
9.300000000000000488e-01, 5.983766589703305883e+00
9.400000000000000577e-01, 6.058150277627851743e+00
9.500000000000000666e-01, 6.132676892047984829e+00
9.599999999999999645e-01, 6.207345021060733714e+00
9.699999999999999734e-01, 6.282153273100833601e+00
9.799999999999999822e-01, 6.357100276553980578e+00
9.899999999999999911e-01, 6.432184679380452685e+00
1.000000000000000000e+00, 6.507405148748726553e+00
1.010000000000000009e+00, 6.582760370678750306e+00
1.020000000000000018e+00, 6.658249049694546784e+00
1.030000000000000027e+00, 6.733869908485839773e+00
1.040000000000000036e+00, 6.809621687578393257e+00
1.050000000000000044e+00, 6.885503145012779491e+00
1.060000000000000053e+00, 6.961513056031299662e+00
1.070000000000000062e+00, 7.037650212772795122e+00
1.080000000000000071e+00, 7.113913423975079198e+00
1.090000000000000080e+00, 7.190301514684769302e+00
1.100000000000000089e+00, 7.266813325974252891e+00
1.110000000000000098e+00, 7.343447714665590986e+00
1.120000000000000107e+00, 7.420203553061119450e+00
1.130000000000000115e+00, 7.497079728680548172e+00
1.140000000000000124e+00, 7.574075144004353000e+00
1.150000000000000133e+00, 7.651188716223273012e+00
1.159999999999999920e+00, 7.728419376993716838e+00
1.169999999999999929e+00, 7.805766072198903949e+00
1.179999999999999938e+00, 7.883227761715571269e+00
1.189999999999999947e+00, 7.960803419186066598e+00
1.199999999999999956e+00, 8.038492031795676951e+00
1.209999999999999964e+00, 8.116292600055041717e+00
1.219999999999999973e+00, 8.194204137587487224e+00
1.229999999999999982e+00, 8.272225670921152130e+00
1.239999999999999991e+00, 8.350356239285751769e+00
1.250000000000000000e+00, 8.428594894413860672e+00
1.260000000000000009e+00, 8.506940700346573792e+00
1.270000000000000018e+00, 8.585392733243430996e+00
1.280000000000000027e+00, 8.663950081196478692e+00
1.290000000000000036e+00, 8.742611844048340686e+00
1.300000000000000044e+00, 8.821377133214207689e+00
1.310000000000000053e+00, 8.900245071507633554e+00
1.320000000000000062e+00, 8.979214792970012127e+00
1.330000000000000071e+00, 9.058285442703652990e+00
1.340000000000000080e+00, 9.137456176708360189e+00
1.350000000000000089e+00, 9.216726161721400246e+00
1.360000000000000098e+00, 9.296094575060788401e+00
1.370000000000000107e+00, 9.375560604471791848e+00
1.380000000000000115e+00, 9.455123447976570006e+00
1.390000000000000124e+00, 9.534782313726859471e+00
1.400000000000000133e+00, 9.614536419859637917e+00
1.409999999999999920e+00, 9.694384994355690566e+00
1.419999999999999929e+00, 9.774327274900963758e+00
1.429999999999999938e+00, 9.854362508750707406e+00
1.439999999999999947e+00, 9.934489952596250006e+00
1.449999999999999956e+00, 1.001470887243441688e+01
1.459999999999999964e+00, 1.009501854343946015e+01
1.469999999999999973e+00, 1.017541824983748278e+01
1.479999999999999982e+00, 1.025590728478327129e+01
1.489999999999999991e+00, 1.033648495023946978e+01
1.500000000000000000e+00, 1.041715055685808089e+01
1.510000000000000009e+00, 1.049790342386416420e+01
1.520000000000000018e+00, 1.057874287894174614e+01
1.530000000000000027e+00, 1.065966825812185448e+01
1.540000000000000036e+00, 1.074067890567261685e+01
1.550000000000000044e+00, 1.082177417399141284e+01
1.560000000000000053e+00, 1.090295342349897290e+01
1.570000000000000062e+00, 1.098421602253543838e+01
1.580000000000000071e+00, 1.106556134725829033e+01
1.590000000000000080e+00, 1.114698878154211492e+01
1.600000000000000089e+00, 1.122849771688018272e+01
1.610000000000000098e+00, 1.131008755228777574e+01
1.620000000000000107e+00, 1.139175769420721984e+01
1.630000000000000115e+00, 1.147350755641460651e+01
1.640000000000000124e+00, 1.155533655992813635e+01
1.650000000000000133e+00, 1.163724413291807736e+01
1.660000000000000142e+00, 1.171922971061826679e+01
1.669999999999999929e+00, 1.180129273523915145e+01
1.679999999999999938e+00, 1.188343265588231645e+01
1.689999999999999947e+00, 1.196564892845647599e+01
1.699999999999999956e+00, 1.204794101559487984e+01
1.709999999999999964e+00, 1.213030838657411792e+01
1.719999999999999973e+00, 1.221275051723430316e+01
1.729999999999999982e+00, 1.229526688990055305e+01
1.739999999999999991e+00, 1.237785699330581402e+01
1.750000000000000000e+00, 1.246052032251492925e+01
1.760000000000000009e+00, 1.254325637884997313e+01
1.770000000000000018e+00, 1.262606466981680065e+01
1.780000000000000027e+00, 1.270894470903278339e+01
1.790000000000000036e+00, 1.279189601615572158e+01
1.800000000000000044e+00, 1.287491811681390885e+01
1.810000000000000053e+00, 1.295801054253729134e+01
1.820000000000000062e+00, 1.304117283068974942e+01
1.830000000000000071e+00, 1.312440452440242922e+01
1.840000000000000080e+00, 1.320770517250814358e+01
1.850000000000000089e+00, 1.329107432947679079e+01
1.860000000000000098e+00, 1.337451155535177350e+01
1.870000000000000107e+00, 1.345801641568742646e+01
1.880000000000000115e+00, 1.354158848148738947e+01
1.890000000000000124e+00, 1.362522732914392698e+01
1.900000000000000133e+00, 1.370893254037819275e+01
1.910000000000000142e+00, 1.379270370218138453e+01
1.919999999999999929e+00, 1.387654040675679390e+01
1.929999999999999938e+00, 1.396044225146273021e+01
1.939999999999999947e+00, 1.404440883875630064e+01
1.949999999999999956e+00, 1.412843977613802338e+01
1.959999999999999964e+00, 1.421253467609725973e+01
1.969999999999999973e+00, 1.429669315605846158e+01
1.979999999999999982e+00, 1.438091483832819861e+01
1.989999999999999991e+00, 1.446519935004295832e+01
2.000000000000000000e+00, 1.454954632311770979e+01
2.010000000000000231e+00, 1.463395539419521185e+01
2.020000000000000018e+00, 1.471842620459604412e+01
2.030000000000000249e+00, 1.480295840026935750e+01
2.040000000000000036e+00, 1.488755163174433349e+01
2.049999999999999822e+00, 1.497220555408231313e+01
2.060000000000000053e+00, 1.505691982682962582e+01
2.069999999999999840e+00, 1.514169411397105236e+01
2.080000000000000071e+00, 1.522652808388397183e+01
2.089999999999999858e+00, 1.531142140929311424e+01
2.100000000000000089e+00, 1.539637376722596152e+01
2.109999999999999876e+00, 1.548138483896875073e+01
2.120000000000000107e+00, 1.556645431002308300e+01
2.129999999999999893e+00, 1.565158187006313639e+01
2.140000000000000124e+00, 1.573676721289343838e+01
2.149999999999999911e+00, 1.582201003640722270e+01
2.160000000000000142e+00, 1.590731004254535108e+01
2.169999999999999929e+00, 1.599266693725577504e+01
2.180000000000000160e+00, 1.607808043045352875e+01
2.189999999999999947e+00, 1.616355023598129037e+01
2.200000000000000178e+00, 1.624907607157041411e+01
2.209999999999999964e+00, 1.633465765880250586e+01
2.220000000000000195e+00, 1.642029472307151039e+01
2.229999999999999982e+00, 1.650598699354624443e+01
2.240000000000000213e+00, 1.659173420313348402e+01
2.250000000000000000e+00, 1.667753608844146740e+01
2.260000000000000231e+00, 1.676339238974389190e+01
2.270000000000000018e+00, 1.684930285094437252e+01
